,Player,Age_x,W,L,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%_x,OREB,DREB_x,REB,AST,TOV,PF,FP,DD2,TD3,+/-,DEF_RTG,DREB_y,DREB%,T_DREB%_x,STL,T_STL%_x,BLK,T_BLK%_x,OP_TOV,OP_2NDPTS,OP_PAINT,DEF_WS,USG%,T_FGM%,T_FGA%,T_3PM%,T_3PA%,T_FTM%,T_FTA%,T_OREB%,T_DREB%_y,T_REB%,T_AST%,T_TOV%,T_STL%_y,T_BLK%_y,T_BLKA%,T_PF%,T_PFD%,T_PTS%,Age_y,FGA_2P%,FGA_3P%,2PT%,2PT_MR%,3PT%,FBPTS%,FT%_y,OFFTOV%,PAINTPTS%,AST_2FGM%,UAST_2FGM%,AST_3FGM%,UAST_3FGM%,FGM_AST%,FGM_UAST%,PTS_TOV,2ND_CH_PTS,FB_PTS,PAINT_PTS,OPP_PTS_TOV,OPP_2ND_PTS,OPP_FBPTS,OPP_PAINT_PTS,BLKA,PFD,Minutes,BSR Off.,BSR Def.,BSR Total,OOR Off.,OOR Def.,OOR Total,OVR Off.,OVR Def.,OVR total,WAR,salary
146,Eric Paschall,23,4,15,31.3,6.3,12.5,50.0,0.7,2.5,27.1,3.8,4.7,80.9,1.3,3.9,5.2,1.6,1.6,2.1,26.3,2,0,-6.1,3.9,12.4,18.5,0.4,7.4,0.4,12.7,11.5,9.1,9.9,34.2,0.015,21.3,24.8,21.8,11.4,14.1,27.0,28.0,21.9,18.5,19.3,9.8,18.0,7.4,12.7,28.6,17.0,26.3,24.1,23,79.8,20.2,65.6,11.8,12.1,7.1,22.3,14.6,53.9,58.5,41.5,100,0.0,63.0,37.0,2.5,1.9,1.2,9.2,11.5,9.1,9.9,34.2,1.1,3.5,566.0,-1.1,-4.9,-6.1,2.8,-6.8,-4.0,-0.4,-5.5,-5.9,-0.9,"$898,310"
147,John Collins,22,2,3,32.2,6.4,12.2,52.5,1.8,3.8,47.4,2.4,3.4,70.6,2.0,6.8,8.8,1.6,1.4,3.4,37.6,1,0,-0.8,6.8,19.0,29.6,1.0,16.1,2.0,47.6,12.0,10.2,5.8,30.0,0.159,19.4,25.4,21.3,36.0,18.4,20.7,21.3,28.6,29.6,29.3,10.7,12.1,16.1,47.6,28.6,23.0,21.1,25.4,22,68.9,31.1,54.1,7.1,31.8,8.2,14.1,20.0,47.1,56.5,43.5,100,0.0,68.8,31.3,3.4,3.2,1.4,8.0,12.0,10.2,5.8,30.0,1.6,3.0,161.0,2.5,0.4,2.9,-5.8,11.4,5.6,1.1,2.5,3.6,0.5,"$2,686,560"
148,Caris LeVert,25,4,5,31.6,6.6,15.6,42.1,1.4,4.0,36.1,2.2,3.4,64.5,1.1,3.9,5.0,4.0,3.4,2.2,27.7,0,0,0.8,3.9,10.8,15.6,0.7,14.0,0.1,3.6,10.9,7.8,8.7,32.9,0.077,25.2,23.6,25.4,16.0,17.6,18.2,20.8,13.9,15.6,15.2,25.0,33.0,14.0,3.6,23.7,16.9,23.0,21.9,25,74.3,25.7,60.9,2.6,25.8,19.9,13.2,17.2,58.3,37.0,63.0,92.3,7.7,49.2,50.8,2.9,2.6,3.3,9.8,10.9,7.8,8.7,32.9,1.0,3.6,284.0,-3.3,-0.7,-4.0,-0.2,-0.8,-1.0,-2.9,-0.7,-3.6,-0.1,"$2,625,718"
149,Jabari Parker,24,4,16,28.0,6.9,13.5,50.9,1.1,4.0,27.8,2.0,2.7,72.2,2.0,4.6,6.6,2.1,1.9,3.4,31.8,2,0,-4.2,4.6,16.6,26.1,1.6,27.4,0.5,17.0,10.8,8.2,9.4,28.3,-0.006,23.9,27.4,25.7,17.1,21.5,18.3,19.4,35.7,26.1,28.4,13.5,20.4,27.4,17.0,27.4,24.4,17.4,25.0,24,70.6,29.4,68.7,4.8,19.7,14.3,11.6,22.4,63.9,61.7,38.3,95.5,4.5,67.2,32.8,3.8,2.8,2.4,10.7,10.8,8.2,9.4,28.3,1.2,2.3,508.0,2.4,-1.6,0.8,11.9,-4.9,7.0,4.3,-2.2,2.1,1.3,"$6,500,000"
150,Julius Randle,25,4,15,32.7,6.3,14.0,44.7,1.0,3.7,27.1,3.2,5.1,63.5,2.4,6.6,9.1,3.6,3.4,3.0,32.5,8,0,-4.4,6.6,20.6,29.9,0.8,13.3,0.2,5.9,11.2,8.3,9.6,28.4,0.071,25.0,24.7,23.9,13.5,19.3,28.4,29.4,28.0,29.9,29.4,25.5,33.3,13.3,5.9,26.3,19.0,27.2,24.1,25,73.7,26.3,62.9,8.8,17.9,6.9,19.2,18.6,54.1,32.0,68.0,84.2,15.8,40.3,59.7,3.1,3.2,1.2,9.1,11.2,8.3,9.6,28.4,0.8,3.8,587.0,-2.2,-0.4,-2.5,-0.7,0.4,-0.2,-1.9,-0.2,-2.1,0.2,"$18,000,000"
151,Luke Kennard,23,6,13,33.9,5.6,12.9,43.7,2.6,6.7,39.1,2.8,3.2,88.5,0.2,3.3,3.5,4.4,1.4,2.3,28.2,0,0,-1.3,3.3,9.6,14.4,0.5,11.5,0.2,5.6,13.6,10.1,9.9,36.2,0.055,19.9,20.3,22.1,32.1,30.9,24.2,20.7,3.2,14.4,11.9,25.5,11.5,11.5,5.6,14.5,17.2,15.8,22.2,23,47.8,52.2,35.8,11.9,47.2,10.4,17.0,11.0,23.9,47.4,52.6,78.0,22.0,61.7,38.3,1.8,1.8,1.7,4.0,13.6,10.1,9.9,36.2,0.4,2.3,611.0,3.0,-3.2,-0.2,4.3,-4.3,0.0,3.4,-3.5,-0.1,0.8,"$3,827,160"
152,Harrison Barnes,27,8,10,35.1,5.7,11.4,50.0,1.6,4.0,38.9,3.7,4.7,79.8,1.1,3.9,5.0,2.1,1.4,1.3,28.1,0,0,0.4,3.9,11.2,16.4,1.0,18.8,0.2,6.5,12.2,8.4,8.1,35.8,0.103,18.1,19.9,18.3,16.5,15.9,31.5,30.9,16.0,16.4,16.3,12.3,11.8,18.8,6.5,22.7,8.4,28.2,21.2,27,65.0,35.0,49.8,4.0,27.9,6.3,22.3,16.6,45.8,45.3,54.7,85.7,14.3,56.3,43.7,2.8,2.1,1.1,7.7,12.2,8.4,8.1,35.8,0.8,4.0,586.0,1.7,-0.2,1.5,3.6,0.9,4.5,2.2,-0.0,2.1,1.5,"$24,147,727"
153,Derrick Rose,31,4,10,23.7,6.5,12.9,50.3,0.9,2.2,38.7,2.9,3.3,87.0,0.4,1.4,1.9,5.3,2.8,1.3,27.7,1,0,2.6,1.4,5.7,8.4,0.8,22.0,0.4,15.8,9.7,5.9,6.7,25.1,0.067,30.2,31.4,30.3,12.8,13.7,32.0,28.4,9.4,8.4,8.6,41.3,35.5,22.0,15.8,43.8,13.1,23.5,29.3,31,82.9,17.1,67.5,15.4,15.4,9.8,17.1,10.3,52.1,22.8,77.2,66.7,33.3,28.6,71.4,1.7,1.1,1.6,8.7,9.7,5.9,6.7,25.1,1.0,2.3,309.0,2.6,-3.3,-0.7,5.2,1.9,7.1,3.2,-2.5,0.7,0.6,"$7,317,073"
154,Kendrick Nunn,24,13,5,29.3,6.5,13.8,47.2,2.3,5.7,39.8,1.1,1.4,76.9,0.2,2.2,2.4,3.2,2.2,2.9,26.7,0,0,2.9,2.2,7.1,10.0,1.3,21.3,0.3,8.9,13.0,8.1,7.9,25.6,0.134,23.7,27.2,27.4,32.8,31.9,10.2,10.2,3.9,10.0,8.7,20.8,19.1,21.3,8.9,29.5,21.9,11.6,25.0,24,58.5,41.5,51.5,8.8,41.7,15.6,6.8,17.3,42.7,38.2,61.8,73.2,26.8,50.4,49.6,2.8,1.3,2.6,7.0,13.0,8.1,7.9,25.6,0.7,1.6,499.0,0.4,1.1,1.5,-1.9,3.7,1.8,-0.0,1.6,1.5,1.1,"$1,416,852"
155,Josh Richardson,26,10,6,32.0,5.8,12.8,45.6,2.0,5.2,38.6,2.5,3.1,80.0,0.6,2.8,3.4,3.6,2.3,2.9,28.6,0,0,6.8,2.8,8.5,11.6,1.1,19.1,0.6,16.7,10.4,6.8,8.3,29.1,0.171,21.2,20.5,21.9,26.4,25.9,24.4,22.2,9.2,11.6,11.1,20.6,20.8,19.1,16.7,30.2,19.3,24.8,21.7,26,59.3,40.7,47.3,17.1,37.2,6.2,15.5,24.4,30.2,47.5,52.5,71.9,28.1,55.9,44.1,3.9,1.3,1.0,4.9,10.4,6.8,8.3,29.1,0.8,3.7,512.0,1.6,1.7,3.3,5.3,3.1,8.4,2.4,2.0,4.4,1.9,"$10,100,000"
156,Eric Bledsoe,29,17,3,27.4,6.0,12.8,46.5,1.2,3.9,30.8,2.7,3.4,77.9,1.0,4.1,5.0,5.7,2.3,2.6,31.7,0,0,6.8,4.1,12.5,16.8,0.8,18.4,0.4,9.8,8.6,5.7,6.8,23.3,0.138,24.1,23.5,24.4,16.7,17.8,23.5,21.8,18.4,16.8,17.1,39.3,28.1,18.4,9.8,37.0,22.7,20.9,22.8,29,69.5,30.5,60.3,3.8,22.9,20.0,16.8,17.1,56.5,29.5,70.5,58.3,41.7,35.3,64.7,2.7,0.9,3.2,8.9,8.6,5.7,6.8,23.3,0.9,2.9,501.0,2.9,-0.4,2.5,0.0,-0.9,-0.9,2.4,-0.6,1.8,1.2,"$15,625,000"
157,Chris Paul,34,7,11,30.4,4.9,10.9,44.7,1.7,4.4,37.5,4.2,4.8,88.4,0.3,3.9,4.2,5.6,2.0,2.4,32.5,0,0,0.7,3.9,12.9,19.0,1.8,33.0,0.0,0.0,10.4,7.6,7.3,29.9,0.086,21.4,20.0,20.6,23.4,22.3,30.5,28.5,5.3,19.0,16.2,39.9,23.2,33.0,0.0,10.4,19.3,24.2,22.5,34,59.4,40.6,41.1,16.3,31.9,7.4,27.0,13.1,24.8,15.5,84.5,40.0,60.0,23.9,76.1,2.1,1.1,1.2,3.9,10.4,7.6,7.3,29.9,0.3,3.7,518.0,4.4,-2.0,2.4,1.1,-5.2,-4.1,4.1,-2.8,1.3,1.1,"$38,506,482"
158,Will Barton,28,12,3,32.8,5.8,12.7,45.5,1.9,4.5,42.6,1.9,2.5,73.7,1.9,5.4,7.3,3.5,1.5,2.1,32.3,4,0,9.7,5.4,15.0,21.1,1.0,17.2,0.5,14.9,8.3,7.1,7.5,30.4,0.204,19.8,20.5,20.7,26.4,22.0,18.4,19.6,24.2,21.1,21.9,19.8,17.0,17.2,14.9,19.1,15.9,17.7,20.8,28,64.4,35.6,50.2,4.3,37.7,15.2,12.1,18.6,45.9,39.7,60.3,69.0,31.0,49.4,50.6,2.9,2.2,2.3,7.1,8.3,7.1,7.5,30.4,0.6,2.5,451.0,3.8,3.9,7.7,5.1,10.3,15.4,4.3,5.2,9.5,2.8,"$12,960,000"
159,RJ Barrett,19,4,14,33.0,5.8,14.1,41.5,1.1,3.3,33.9,2.6,5.0,51.1,1.2,4.2,5.4,3.5,2.7,2.7,29.7,1,0,-5.7,4.2,13.0,19.1,1.4,22.1,0.4,14.9,11.6,9.0,10.1,28.3,0.070,23.9,22.8,23.4,16.5,17.9,21.4,27.4,13.3,19.1,17.4,25.2,26.2,22.1,14.9,31.0,16.3,26.1,21.9,19,76.7,23.3,61.6,7.2,21.7,14.9,16.7,20.7,54.3,37.6,62.4,95.0,5.0,48.6,51.4,3.2,1.3,2.3,8.3,11.6,9.0,10.1,28.3,1.0,3.9,565.0,-1.4,0.7,-0.8,-4.6,-2.1,-6.7,-2.0,0.2,-1.8,0.3,"$7,839,960"
160,Tyler Herro,19,12,5,29.7,5.4,11.8,45.5,2.2,5.5,40.9,2.1,2.6,81.8,0.4,3.9,4.2,2.2,2.3,1.5,23.8,0,0,4.2,3.9,12.2,17.3,0.8,14.8,0.1,4.4,13.3,7.8,8.0,29.4,0.125,20.9,21.7,23.3,28.1,27.4,16.7,15.3,6.6,17.3,15.2,14.2,18.4,14.8,4.4,17.2,11.1,15.8,21.5,19,53.5,46.5,41.4,22.7,44.5,8.2,14.1,19.5,18.8,43.4,56.6,86.8,13.2,61.5,38.5,2.9,1.9,1.2,2.8,13.3,7.8,8.0,29.4,0.3,2.2,478.0,-0.2,-1.6,-1.8,0.3,1.0,1.3,-0.1,-1.3,-1.3,0.3,"$3,640,200"
161,Alec Burks,28,3,14,28.5,4.9,12.0,40.7,1.5,4.1,35.7,3.8,4.2,88.9,0.5,3.9,4.5,2.7,1.4,2.3,26.8,1,0,-6.0,3.9,12.9,19.8,0.9,19.0,0.4,10.7,11.2,8.3,7.2,28.6,0.056,22.0,22.1,23.3,29.4,26.3,33.0,31.0,9.6,19.8,17.6,19.8,15.6,19.0,10.7,22.8,20.4,25.5,24.7,28,65.7,34.3,45.5,9.4,29.4,15.3,25.1,18.8,36.1,50.0,50.0,76.0,24.0,57.8,42.2,2.8,1.0,2.3,5.4,11.2,8.3,7.2,28.6,0.8,3.3,454.0,1.8,-3.4,-1.6,-4.5,4.3,-0.2,0.8,-2.1,-1.3,0.3,"$2,320,044"
162,Hassan Whiteside,30,8,9,27.6,6.0,10.3,58.3,0.0,0.0,0.0,2.8,3.6,75.8,3.6,8.8,12.4,0.9,2.0,2.9,36.8,11,0,2.0,8.8,28.8,42.1,0.4,13.7,2.2,58.7,8.1,8.5,7.8,25.5,0.059,20.7,24.8,19.5,0.0,0.0,24.7,28.3,56.4,42.1,45.5,8.0,25.0,13.7,58.7,18.0,25.8,30.9,22.4,30,100,0.0,81.3,9.6,0.0,2.4,18.7,14.3,71.7,64.7,35.3,0.0,0.0,64.7,35.3,2.1,4.1,0.4,10.6,8.1,8.5,7.8,25.5,0.6,3.5,439.0,0.0,2.5,2.5,0.9,-2.9,-2.0,0.2,1.6,1.8,1.0,"$27,093,018"
163,Aron Baynes,32,7,6,24.0,5.5,9.7,56.3,1.9,4.4,43.9,1.8,2.6,70.6,1.5,4.2,5.7,2.9,1.1,3.9,27.8,1,0,3.4,4.2,16.8,23.7,0.3,11.4,0.7,42.9,8.5,7.4,6.8,24.3,0.069,20.1,25.0,21.9,29.4,25.1,19.2,21.8,37.3,23.7,26.1,19.1,14.7,11.4,42.9,25.9,28.5,27.5,24.6,32,54.8,45.2,48.2,1.0,39.3,2.1,12.6,9.9,47.1,78.3,21.7,100,0.0,85.9,14.1,1.5,1.5,0.3,6.9,8.5,7.4,6.8,24.3,0.5,3.8,288.0,6.0,0.8,6.7,8.5,2.3,10.8,6.7,1.1,7.8,1.6,"$5,453,280"
164,Clint Capela,25,9,6,31.9,6.7,10.5,63.7,0.0,0.0,0.0,1.3,2.9,44.2,3.7,10.9,14.7,1.0,1.5,2.9,40.8,11,0,1.0,10.9,30.1,42.8,0.9,14.6,2.0,54.5,13.9,9.3,12.8,34.5,0.107,16.3,24.8,17.5,0.0,0.0,9.7,16.2,48.7,42.8,44.2,6.5,13.1,14.6,54.5,41.2,19.7,18.3,19.1,25,100,0.0,91.3,0.9,0.0,15.5,8.7,14.2,90.4,85.0,15.0,0.0,0.0,85.0,15.0,2.1,3.2,2.3,13.2,13.9,9.3,12.8,34.5,1.4,2.6,478.0,-1.3,5.4,4.1,-2.7,-0.2,-2.9,-1.7,4.7,3.0,1.4,"$16,456,522"
165,Al Horford,33,12,6,31.2,5.9,12.2,48.2,1.4,4.0,34.7,1.2,1.8,66.7,1.8,5.2,7.0,4.1,1.2,2.2,33.7,2,0,4.8,5.2,16.0,20.9,1.1,18.6,0.9,24.3,9.8,6.8,7.6,28.6,0.146,19.2,21.5,21.7,18.5,20.7,12.3,13.9,30.0,20.9,22.7,22.1,11.1,18.6,24.3,15.7,14.8,13.9,20.0,33,67.3,32.7,62.5,20.1,29.0,5.0,8.5,14.7,42.5,59.3,40.7,96.0,4.0,67.9,32.1,2.1,1.6,0.7,6.1,9.8,6.8,7.6,28.6,0.4,1.8,530.0,1.0,1.8,2.8,2.6,3.5,6.1,1.3,2.1,3.5,1.7,"$28,000,000"
166,Thomas Bryant,22,6,11,28.2,5.8,10.2,56.6,0.6,2.0,29.4,2.1,2.8,76.6,2.2,6.3,8.5,2.6,1.4,2.4,31.7,5,0,-5.2,6.3,22.6,34.5,0.5,11.9,1.1,47.4,9.7,7.8,10.2,33.5,-0.024,18.4,21.8,18.5,8.6,10.8,25.2,26.1,39.6,34.5,35.7,15.5,16.4,11.9,47.4,10.4,20.0,22.1,20.9,22,80.3,19.7,72.7,14.0,12.4,9.5,14.9,8.7,58.7,78.4,21.6,90.0,10.0,79.6,20.4,1.2,2.9,1.4,8.4,9.7,7.8,10.2,33.5,0.4,2.5,458.0,-1.2,0.4,-0.7,-1.7,-7.8,-9.5,-1.4,-1.0,-2.3,0.1,"$7,936,508"
167,Jordan Clarkson,27,5,14,22.5,4.6,10.9,41.8,1.7,4.9,35.5,3.3,3.7,88.6,0.6,1.7,2.3,2.5,1.3,1.2,22.1,0,0,-3.3,1.7,7.2,10.6,0.6,16.7,0.3,20.0,7.1,6.1,5.8,22.3,0.058,25.3,27.2,27.3,30.8,29.3,35.4,30.2,13.3,10.6,11.1,26.8,18.2,16.7,20.0,26.5,13.1,25.2,29.2,27,55.3,44.7,40.1,2.2,36.8,9.7,23.0,13.4,37.9,29.6,70.4,72.7,27.3,46.0,54.0,1.9,1.0,1.4,5.4,7.1,6.1,5.8,22.3,0.9,2.7,408.0,4.5,-2.9,1.6,-2.9,1.9,-1.0,3.5,-2.2,1.3,0.8,"$13,437,500"
168,Tristan Thompson,28,5,13,31.5,5.9,11.5,51.7,0.2,0.4,42.9,2.1,3.3,61.7,4.1,6.3,10.4,2.3,1.6,2.5,34.7,11,0,-2.4,6.3,19.1,27.0,0.8,20.5,1.2,61.1,12.0,8.4,9.3,35.4,0.077,19.6,23.5,20.2,2.5,2.1,18.2,23.5,58.3,27.0,34.2,18.0,15.1,20.5,61.1,30.5,22.3,23.5,20.6,28,96.6,3.4,81.9,3.9,3.5,5.5,14.6,10.2,78.0,61.5,38.5,33.3,66.7,60.7,39.3,1.4,3.1,0.8,11.0,12.0,8.4,9.3,35.4,1.4,3.2,536.0,-0.8,3.8,3.0,2.9,0.6,3.5,-0.1,3.5,3.4,1.6,"$18,539,130"
169,Joe Harris,28,10,9,31.9,5.3,11.2,47.6,2.7,6.3,43.3,0.7,0.9,72.2,0.9,3.1,3.9,1.8,1.4,2.7,23.8,0,0,0.1,3.1,8.8,12.8,0.8,15.8,0.4,11.4,10.3,7.8,8.2,33.6,0.069,16.4,19.4,18.6,30.6,25.9,5.8,5.9,13.5,12.8,12.9,11.4,13.8,15.8,11.4,18.8,18.5,7.9,18.6,28,43.4,56.6,36.7,1.5,58.4,15.0,4.9,13.9,35.2,65.3,34.7,100,0.0,83.2,16.8,1.9,1.8,2.1,4.9,10.3,7.8,8.2,33.6,0.6,1.2,572.0,0.1,-1.6,-1.6,-1.4,-6.2,-7.6,-0.2,-2.6,-2.8,-0.0,"$7,670,000"
170,Serge Ibaka,30,6,2,22.9,5.5,10.5,52.4,0.6,2.0,31.3,2.4,2.9,82.6,0.9,5.6,6.5,0.8,2.1,2.4,26.4,0,0,-1.1,5.6,18.8,30.4,0.6,16.7,1.3,45.5,6.9,7.5,5.4,20.3,0.099,25.5,30.1,25.2,11.4,12.2,26.8,27.7,23.3,30.4,29.2,6.7,27.9,16.7,45.5,11.8,20.4,20.3,27.5,30,81.0,19.0,69.6,17.9,13.4,9.8,17.0,20.5,51.8,82.1,17.9,100,0.0,84.1,15.9,2.9,2.0,1.4,7.3,6.9,7.5,5.4,20.3,0.3,1.9,183.0,-2.7,3.2,0.5,-6.4,-0.1,-6.4,-3.6,2.7,-0.9,0.2,"$23,271,604"
171,Mike Conley,32,12,7,30.5,4.6,12.7,36.1,1.8,5.2,35.4,2.9,3.7,78.9,0.7,2.8,3.6,4.6,2.1,2.2,25.7,0,0,3.0,2.8,8.8,12.5,0.7,19.2,0.1,4.1,10.5,9.1,8.0,28.0,0.118,23.0,19.0,23.9,23.0,26.0,22.0,22.0,13.9,12.5,12.7,33.5,21.9,19.2,4.1,13.6,16.6,24.4,20.0,32,58.9,41.1,39.2,6.8,39.6,9.1,21.1,16.2,32.5,21.2,78.8,54.3,45.7,34.5,65.5,2.3,0.6,1.3,4.5,10.5,9.1,8.0,28.0,0.4,3.7,548.0,-0.5,0.3,-0.2,3.0,-2.2,0.8,0.1,-0.2,-0.1,0.7,"$32,511,623"
172,Bam Adebayo,22,13,5,31.9,5.0,8.5,58.8,0.1,0.3,16.7,3.7,5.7,65.0,2.2,8.1,10.3,4.4,2.7,2.5,38.3,10,0,3.9,8.1,24.0,34.4,1.6,23.5,1.2,38.6,13.7,8.8,7.4,29.4,0.146,18.7,19.6,16.0,0.7,1.7,27.1,31.6,43.0,34.4,35.9,25.8,22.6,23.5,38.6,15.6,18.7,31.4,19.1,22,96.1,3.9,71.8,4.0,1.2,5.2,27.0,14.9,67.7,75.3,24.7,100,0.0,75.6,24.4,2.1,2.6,0.7,9.3,13.7,8.8,7.4,29.4,0.4,5.1,551.0,-0.4,4.2,3.8,-1.7,2.2,0.5,-0.7,4.0,3.3,1.7,"$3,454,080"
173,Ricky Rubio,29,6,7,30.6,4.5,11.2,40.7,1.3,3.5,37.8,3.2,3.8,83.7,0.5,4.5,5.1,7.8,2.0,3.0,32.9,6,0,5.0,4.5,15.0,20.8,1.2,25.9,0.0,0.0,10.3,8.2,6.8,31.4,0.102,19.7,16.5,19.4,16.7,16.1,25.5,24.5,9.2,20.8,18.3,41.8,20.3,25.9,0.0,34.2,18.5,24.1,18.0,29,69.0,31.0,47.7,9.1,29.0,10.8,23.3,9.7,38.6,28.6,71.4,88.2,11.8,45.8,54.2,1.3,1.0,1.5,5.2,10.3,8.2,6.8,31.4,1.0,4.1,364.0,1.4,1.7,3.1,3.0,3.0,6.0,1.7,2.0,3.8,1.2,"$16,190,476"
174,Paul Millsap,34,13,4,26.1,4.5,9.2,48.4,1.2,2.4,48.8,3.4,3.8,87.7,2.1,3.8,5.8,1.2,1.1,2.8,26.4,2,0,8.4,3.8,13.9,19.5,0.9,18.6,0.8,37.1,6.9,5.4,6.8,22.9,0.162,19.2,19.7,18.8,20.8,14.9,38.3,35.1,31.0,19.5,22.4,9.2,15.3,18.6,37.1,34.0,26.5,27.5,22.6,34,73.9,26.1,48.9,7.9,26.2,11.4,24.9,13.1,41.0,58.9,41.1,100,0.0,69.7,30.3,1.8,2.1,1.5,5.5,6.9,5.4,6.8,22.9,1.0,3.1,423.0,2.2,2.9,5.1,0.7,6.6,7.2,2.1,3.6,5.7,1.8,"$30,500,000"
175,Rudy Gobert,27,11,6,34.6,4.9,7.6,64.3,0.0,0.0,0.0,3.6,5.6,64.2,3.2,10.7,13.9,1.1,2.2,3.3,38.5,11,0,4.6,10.7,28.4,39.2,0.9,19.8,2.1,67.3,11.9,9.1,9.1,32.1,0.167,15.1,17.7,12.6,0.0,0.0,24.7,29.9,56.7,39.2,42.2,7.4,20.5,19.8,67.3,20.3,22.9,33.8,17.1,27,100,0.0,73.1,0.0,0.0,3.5,26.9,16.7,73.1,69.9,30.1,0.0,0.0,69.9,30.1,2.2,3.5,0.5,9.8,11.9,9.1,9.1,32.1,0.8,5.9,553.0,-1.8,7.5,5.7,-0.6,5.3,4.6,-1.7,7.4,5.7,2.4,"$25,008,427"
176,Lauri Markkanen,22,6,14,29.4,4.0,11.5,34.9,1.6,5.5,28.2,3.7,4.6,81.3,1.0,6.0,7.0,1.8,1.9,1.9,26.5,2,0,-3.3,6.0,19.4,28.8,0.9,15.2,0.5,19.6,11.7,8.1,9.2,32.4,0.089,21.5,17.3,21.2,21.5,25.7,32.2,29.4,16.0,28.8,25.9,12.7,18.8,15.2,19.6,26.0,13.9,26.4,20.4,22,52.0,48.0,37.0,2.3,35.1,10.6,27.9,15.8,34.7,55.1,44.9,100,0.0,72.5,27.5,2.1,1.5,1.4,4.6,11.7,8.1,9.2,32.4,1.0,3.5,556.0,-2.8,-2.7,-5.4,-6.5,2.1,-4.4,-3.5,-1.9,-5.5,-0.8,"$5,300,400"
177,Jonathan Isaac,22,5,11,30.5,5.0,10.8,46.5,1.3,3.9,33.9,1.7,2.1,81.8,1.9,5.4,7.3,1.5,1.4,2.4,35.0,3,0,0.8,5.4,17.7,24.9,1.4,26.4,2.7,60.6,9.1,7.9,6.8,27.6,0.132,18.6,20.5,19.6,23.1,21.5,16.3,16.0,30.0,24.9,26.0,10.5,17.4,26.4,60.6,11.4,20.4,16.8,20.0,22,64.0,36.0,56.7,12.5,30.3,17.3,13.0,26.0,44.2,59.3,40.7,90.5,9.5,67.5,32.5,3.4,2.1,2.3,5.8,9.1,7.9,6.8,27.6,0.3,2.0,458.0,1.3,5.3,6.6,2.4,3.8,6.1,1.6,5.3,6.9,2.3,"$5,806,440"
178,Miles Bridges,21,8,13,31.5,5.1,11.3,45.4,1.6,4.5,34.7,1.1,1.4,80.0,1.4,4.1,5.5,2.0,1.6,2.0,24.9,1,0,-10.0,4.1,13.4,20.2,0.5,12.8,0.8,28.6,13.3,9.2,9.2,37.4,-0.016,18.3,20.3,19.9,18.9,20.1,12.7,12.0,19.3,20.2,20.0,13.2,14.3,12.8,28.6,22.2,14.7,11.9,19.1,21,60.1,39.9,54.9,1.5,36.3,13.6,8.8,11.4,53.5,46.7,53.3,93.9,6.1,61.1,38.9,1.5,1.8,1.8,7.0,13.3,9.2,9.2,37.4,0.7,1.4,600.0,-1.7,-2.2,-3.8,-0.5,-7.8,-8.3,-1.5,-3.2,-4.8,-0.6,"$3,755,400"
179,Coby White,19,6,14,25.4,4.7,12.8,36.7,2.0,6.2,32.5,1.6,2.0,79.5,0.3,3.3,3.5,2.1,1.5,1.4,21.4,0,0,-3.2,3.3,12.7,18.6,0.9,14.3,0.0,0.0,8.1,6.1,7.7,24.5,0.091,23.8,23.4,25.8,31.5,31.2,18.2,16.9,4.2,18.6,15.0,17.7,19.6,14.3,0.0,25.9,11.7,14.3,23.5,19,52.0,48.0,41.7,9.3,46.3,17.8,12.0,25.5,32.4,40.7,59.3,77.5,22.5,56.4,43.6,3.3,1.3,2.3,4.2,8.1,6.1,7.7,24.5,1.1,1.6,487.0,-2.2,-0.7,-2.9,-4.8,2.1,-2.7,-2.7,-0.2,-2.9,-0.0,"$5,307,120"
180,Ben Simmons,23,13,5,34.3,5.3,10.2,52.2,0.1,0.2,33.3,2.2,3.6,61.5,1.5,5.4,6.9,8.4,3.8,3.3,38.8,9,1,3.9,5.4,15.6,20.5,2.3,35.6,0.6,13.2,12.0,7.9,8.8,32.3,0.137,19.0,18.0,16.4,0.7,0.8,18.0,21.7,20.8,20.5,20.6,43.5,32.7,35.6,13.2,16.0,19.5,26.1,16.3,23,98.4,1.6,81.5,1.7,1.3,29.2,17.2,21.0,79.8,51.6,48.4,100,0.0,52.1,47.9,2.7,1.4,3.8,10.3,12.0,7.9,8.8,32.3,0.4,4.2,542.0,-1.6,2.8,1.2,2.0,0.0,2.0,-1.0,2.4,1.4,1.2,"$8,113,930"
181,Bryn Forbes,26,7,13,27.0,4.5,11.2,39.9,2.4,6.9,35.0,1.6,1.7,91.2,0.4,2.3,2.7,2.0,0.7,1.9,19.8,0,0,-5.6,2.3,8.2,11.7,0.5,16.7,0.0,0.0,7.8,7.2,8.8,28.0,-0.003,19.7,19.4,22.4,47.5,47.7,15.6,13.5,6.7,11.7,10.7,14.6,9.4,16.7,0.0,30.2,17.1,10.3,21.1,26,38.6,61.4,31.9,17.1,56.0,19.5,12.1,13.6,14.8,68.3,31.7,93.8,6.3,82.0,18.0,1.8,1.1,2.5,1.9,7.8,7.2,8.8,28.0,0.8,1.1,517.0,1.2,-4.6,-3.3,-1.4,-4.9,-6.3,0.8,-4.8,-4.0,-0.3,"$2,875,000"
